,TSM1_TPM,TSM2_TPM,STB48M1_TPM,STB48M2_TPM,EVT48M1_TPM,EVT48M2_TPM
ENSG00000108826,51.54651993,50.85683916,19.4122702,21.28465778,54.36520802,55.72534465
ENSG00000108828,482.1424136,513.4056258,270.2736024,263.1104805,426.910485,418.1440926
ENSG00000108829,154.3931436,157.5387105,63.61480515,65.41613185,132.1074241,135.1042022
ENSG00000108830,16.08154083,16.10745199,0.493826072,0.901316534,3.27479286,1.873091641
ENSG00000108839,3.550436226,4.313318898,2.907051595,2.890248483,4.490244614,3.989897244
ENSG00000108840,21.68365223,18.90836345,90.32466506,88.98284535,85.49336906,88.8603723
ENSG00000108846,0.767263821,0.796379404,0.248376795,0.409459243,0.855760209,0.86401831
ENSG00000108848,60.40995077,60.41085158,27.82833738,26.94842172,65.98502013,65.38029137
ENSG00000108849,0.644722887,1.115313956,0.696815885,0.575524988,0,0.632521399
ENSG00000108852,1.486409284,1.960281939,0.428402598,0.433185158,0.683245101,0.638211401
ENSG00000108854,12.71792541,12.33896276,7.006264374,7.194810379,10.40702942,10.59256305
ENSG00000108861,44.86771979,45.28225997,35.10365155,34.68028981,62.39403661,60.27839056
ENSG00000108878,0.246351487,0.255699859,0,0.109955331,0,0
ENSG00000108883,47.1452156,50.48632904,24.0754437,24.25276924,40.47083364,39.89513624
ENSG00000108924,0.047336133,0.032754941,0.193274313,0.359172269,0.037363248,0.055728346
ENSG00000108932,1.711296591,1.912869171,0.379398509,0.42303425,0.342884392,0.216966833
ENSG00000108946,86.00660972,90.57188139,24.27096141,23.81133387,120.0170181,109.005201
ENSG00000108947,6.948245646,6.211216715,0.239542498,0.267092986,0.354253778,0.900202252
ENSG00000108950,0.622714065,0.718160418,0.847517711,0.914883143,7.208948797,6.883134494
ENSG00000108953,703.4807191,707.5177648,141.3317364,137.1450063,610.6915046,620.9286602
ENSG00000108958,42.71420811,47.32703559,15.48289979,11.4038231,21.40804203,28.07433825
ENSG00000108960,18.01475147,17.41241561,16.79225168,16.79113979,10.1491359,9.303393348
ENSG00000108961,1.807040205,1.953763004,3.309330214,2.772500437,2.406929893,2.481978333
ENSG00000108963,12.23036959,13.55390774,16.58070038,15.71823695,11.88664887,11.16964619
ENSG00000108984,1.148743195,1.258945774,0.157218096,0.150380085,1.504451578,1.511065526
ENSG00000109016,12.18817762,10.44882604,11.01916229,9.476983324,12.26137246,14.37172132
ENSG00000109046,102.5290146,99.05328589,68.85136428,63.1263499,184.2438124,174.0577267
ENSG00000109047,0,0,0,0,0.098472721,0.146874864
ENSG00000109061,0.035502755,0.036849988,0.089533135,0.071307575,0.021017215,0.041797031
ENSG00000109062,136.1711795,153.9114186,110.8290117,111.8241484,161.6023242,157.1917084
ENSG00000109063,1.519609787,1.77650958,1.797987926,1.178022328,1.609794745,1.694862096
ENSG00000109065,22.42434553,24.31217141,11.38410554,11.22906988,16.43416985,18.29117511
ENSG00000109066,16.5535635,18.32717481,9.35481084,9.575994406,10.17100046,10.18998246
ENSG00000109072,0.336921887,0.34970716,0.930592409,0.93987553,4.454468372,6.412584325
ENSG00000109079,61.58217069,66.2304056,36.74553582,34.41921344,95.66424843,87.4855651
ENSG00000109083,18.02373744,18.84524598,19.90974506,17.61241115,33.50016347,35.10523163
ENSG00000109084,115.202669,115.7097295,32.48225711,31.1593286,95.46943782,96.77814944
ENSG00000109089,39.82157533,43.49819054,11.83003929,12.36876197,15.25054499,13.81172009
ENSG00000109099,1.614339069,1.536855007,0.155585133,0.289132396,0.840015498,1.053168203
ENSG00000109101,0.02936461,0.030478918,0.275056104,0.314554992,0,0
ENSG00000109103,10.81768584,12.84155836,11.79012173,12.10828535,15.71763926,15.38157832
ENSG00000109107,5.771528679,5.948056435,24.71550336,23.10211174,10.46811776,10.26442746
ENSG00000109111,52.88848527,56.07827866,52.02994357,49.32598443,76.01465279,69.87152324
ENSG00000109113,36.67467333,40.85500036,16.65283779,14.69326794,19.08573063,20.65470572
ENSG00000109118,11.77857093,11.52667441,7.951298478,6.990072701,9.907864227,9.831318327
ENSG00000109132,0,0,0,0,0,0
ENSG00000109133,34.85969616,34.96289142,27.52097019,27.0183715,53.70434802,53.28204186
ENSG00000109158,0,0,0.02044322,0,0.022394813,0.033402501
ENSG00000109163,0.121440874,0.226888607,0.017500424,0.065043999,0.057513259,0.171565323
ENSG00000109171,45.65909561,47.32134209,26.02101606,27.17486891,57.39158381,55.84985406
ENSG00000109180,77.27294662,75.19094637,32.14499744,32.46499952,93.53021168,88.2223779
ENSG00000109181,0,0,0,0,0,0
ENSG00000109182,0.03437831,0,0.39633115,0.345245597,0,0
ENSG00000109184,16.25131491,16.56237568,3.020855517,2.196712835,13.11521046,11.19226913
ENSG00000109189,15.46954401,15.93181161,6.192395739,6.075727361,14.67238566,12.94802235
ENSG00000109193,0,0,0,0,0.06074217,0
ENSG00000109205,1.769924419,1.837088255,0,0,0.620903413,0.540222139
ENSG00000109208,0,0,0,0,0,0
ENSG00000109220,24.88649517,26.64089752,7.435026119,8.01148987,26.59039008,30.62573195
ENSG00000109255,0.657947972,0.455276876,0,0,0.129832496,0
ENSG00000109265,7.763241811,7.624344635,4.522729685,3.955701137,2.777809801,2.183666763
ENSG00000109270,36.64022823,35.57875626,10.80440213,10.26268239,38.36512831,38.05776746
ENSG00000109272,0,0,0,0,0,0
ENSG00000109320,8.827046133,8.551208041,3.973595292,4.007360851,16.06470411,16.05315238
ENSG00000109321,0.455795261,1.013767405,0.281498906,0,4.62557917,4.292824887
ENSG00000109323,29.02579808,30.59030844,5.877972671,6.05905091,15.68454604,14.70629757
ENSG00000109332,118.8387409,120.7629394,73.45500576,73.50513865,161.6740316,154.3069454
ENSG00000109339,0.02006739,0.036450563,0.153629114,0.129313537,0.035638979,0.026578275
ENSG00000109381,10.95394981,11.46037207,4.796804936,4.641052664,13.9008741,12.89597337
ENSG00000109390,30.63941082,32.09861645,8.696880807,9.539341091,18.60325339,22.82844514
ENSG00000109424,7.914858392,9.995167083,1.093058573,0.61821893,1.327559294,0.854157521
ENSG00000109436,17.06717714,18.98559432,16.55022084,17.02967717,52.98423985,48.16729907
ENSG00000109445,55.31329165,53.60521681,20.5654413,20.66136976,65.43972468,66.90659708
ENSG00000109452,1.291791795,1.709339011,0.076204066,0.14667185,0.375654681,0.355745802
ENSG00000109458,27.55591961,27.27460105,9.569655317,9.606373145,55.25579406,49.89343043
ENSG00000109466,15.10274439,14.7437749,2.548941905,2.951414889,12.14639338,10.37985485
ENSG00000109471,0,0,0,0,0,0
ENSG00000109472,0.617023988,0.284639278,0.444585961,0.229499584,0.121756989,0.161425788
ENSG00000109475,217.3410517,203.9953775,51.78284145,55.20206212,181.6636282,195.2179396
ENSG00000109501,57.02551498,61.64626901,53.1480601,51.19345145,57.18164355,56.36461841
ENSG00000109511,0.058233413,0.120886426,0,0,0,0
ENSG00000109519,47.14347306,43.51374709,20.74580988,20.88291709,38.17891829,43.14716253
ENSG00000109534,57.05119126,53.62223929,16.31738125,13.37586445,38.2209283,38.00506755
ENSG00000109536,66.6663857,66.73466969,16.23327702,17.5093194,67.54409595,65.37886152
ENSG00000109572,34.13743358,33.53271506,21.46555725,20.79179727,50.39765464,45.41492733
ENSG00000109576,0.719976737,0.411013847,3.683244159,3.374184798,4.17693433,5.170489735
ENSG00000109586,22.3194375,26.76933728,1.923941154,1.640461815,8.684586615,7.636996647
ENSG00000109606,99.49287642,102.7655415,40.68822049,39.97171159,98.66816545,92.54641646
ENSG00000109610,1.006647356,1.759742139,0.267224019,0.638481946,0.627287826,0.686119594
ENSG00000109618,4.449718895,5.258426446,4.861745895,4.607473016,7.776475144,7.429059642
ENSG00000109625,3.101727457,3.348206794,2.614828393,2.616534948,11.23746013,10.58973307
ENSG00000109654,5.10069059,5.116174953,0.13787997,0.260647676,3.773459731,3.099600788
ENSG00000109667,0.241965628,0.485551964,0.941458396,0.604787499,0.324679182,0.36082731
ENSG00000109670,8.034078695,8.652292583,4.034629627,4.400867223,8.866486879,8.575651262
ENSG00000109674,9.833093404,10.58706223,0.634483464,0.515854265,6.255484692,6.306546572
ENSG00000109680,4.030686585,3.969094567,0.781911171,0.536251458,2.171980308,2.12929509
ENSG00000109684,0.087507403,0.090828072,2.837337557,2.847301301,0.082885371,0.082417259
ENSG00000109685,21.06075229,24.24278901,2.819991456,2.511241015,14.95877424,13.7053762
ENSG00000109686,18.59537959,21.34550268,13.49782781,12.7816485,42.19012492,37.11935774
ENSG00000109689,7.447886843,7.623331798,3.999257869,4.096264186,4.156897,3.601546145
ENSG00000109705,0.283974888,0.442126449,0.034102199,0.095060983,0.056036602,0.111440246
ENSG00000109736,56.32393635,63.5248523,32.96312668,32.775565,55.01310231,59.5219993
ENSG00000109738,0.788237581,0.850875023,0.090872152,0.147763622,0.485292504,0.259835538
ENSG00000109743,3.470589433,3.176211717,0.537779178,0.599630747,2.076640179,3.295072207
ENSG00000109756,35.9126837,35.71222685,9.470747072,8.616671242,57.04267717,48.38595726
ENSG00000109758,0.193900155,0,0.055884561,0.051926674,0,0.045655335
ENSG00000109762,12.61315727,10.79306631,6.793347735,6.142769848,16.15734545,18.57409256
ENSG00000109771,0.954612013,1.140963763,0.646142556,0.5422797,1.352860928,1.481445207
ENSG00000109775,27.63357798,23.64883127,9.73359986,10.33259506,29.02653609,23.15351638
ENSG00000109787,25.18562841,27.30501382,4.323439605,3.668376808,25.42577009,23.57190807
ENSG00000109790,11.88350347,13.03650922,5.554250574,5.457576716,17.86683771,17.88949619
ENSG00000109794,0.696658211,1.127176724,0.487201345,0.521286887,0.946125076,0.627187757
ENSG00000109805,82.47595697,88.35313749,5.133671988,5.021149768,46.61795536,45.54963154
ENSG00000109814,39.73842286,42.40437516,12.11536323,12.00425373,32.8968126,29.89649713
ENSG00000109819,0.31474972,0.224601863,0.021261325,0.006585181,0.011645509,0.011579739
ENSG00000109832,0.01937596,0.080444899,0.013961013,0,0.011470341,0.01140556
ENSG00000109846,0.170559667,0.404644444,3.8272646,4.225036093,1.644357554,1.491643444
ENSG00000109851,0.086084175,0.625455854,0,0.115267183,0,0
ENSG00000109854,79.95797444,81.56331649,40.99816112,41.19231075,82.30850866,88.0562086
ENSG00000109861,31.41794901,31.44903487,4.120165665,4.534120836,7.187967729,7.116979372
ENSG00000109881,36.23646864,41.29754737,2.459416272,2.123651942,11.30748509,12.17720977
ENSG00000109906,0.045202381,0.006702527,0.004652828,0.008646605,0.015291017,0.053216302
ENSG00000109911,1.820724377,1.743192283,0.537196931,0.606862869,1.63535481,1.773947781
ENSG00000109917,22.51034097,23.28593184,12.00631255,12.22088538,16.89496396,19.72430783
ENSG00000109919,92.62884326,88.94077144,24.97481223,26.88321966,73.72872424,75.84636321
ENSG00000109920,33.86134981,35.01520773,34.04424886,30.64666783,53.44918757,49.11625376
ENSG00000109927,0.128660103,0.066771203,0.027811143,0.068910633,0,0.030294045
ENSG00000109929,34.75266267,35.45331694,25.00978066,24.74788932,26.08788619,25.51488397
ENSG00000109943,0,0.041423568,0.057511659,0.026719269,0.047251468,0.093969211
ENSG00000109944,1.468873252,2.054351431,2.619020287,2.066837612,2.476023145,2.212904355
ENSG00000109956,0.136500824,0.236134434,0.04589821,0.060925117,0.032322755,0
ENSG00000109971,1005.024347,1008.673243,236.0356232,237.5795695,982.2541854,968.0625866
ENSG00000109991,0,0,0,0.032301859,0,0
ENSG00000110002,9.14362533,11.1654131,2.010394587,2.014303529,9.990019652,9.854446728
ENSG00000110011,7.655940732,8.499947918,9.386037979,9.639325934,14.025101,12.01768123
ENSG00000110013,7.874160731,8.15922772,3.432760517,3.588349146,14.60314257,14.33370685
ENSG00000110025,0.415932507,0.590769288,0.678252517,0.512967284,0.570210285,0.515445366
ENSG00000110031,1.820224933,1.619397888,1.124169932,1.160614842,3.84839937,2.602132012
ENSG00000110042,72.91199827,79.14620128,5.98763153,5.563572234,49.37136458,50.12955771
ENSG00000110046,29.38737678,30.3892084,68.33296997,67.05742291,53.75045431,53.25405426
ENSG00000110047,73.09384946,78.1077161,100.6351171,103.5013223,101.1585565,98.18850034
ENSG00000110048,60.47193131,63.04833648,73.84830502,70.26725256,91.12165194,86.33102048
ENSG00000110057,43.99422331,50.93619282,4.09585154,5.00013782,25.09538037,22.995802
ENSG00000110060,39.78784875,41.02163572,35.37563606,34.79331303,42.19556109,40.95528852
ENSG00000110063,8.833947339,8.817052975,1.691506287,1.735239978,5.446488848,4.313412202
ENSG00000110066,14.40499796,14.54023383,9.040586949,8.980785073,21.43995956,21.93131655
ENSG00000110074,23.92723114,24.97252418,11.07141119,10.57833647,24.21191291,21.64985343
ENSG00000110075,54.80358025,56.33537412,21.19557396,20.18573335,60.74026886,55.65335298
ENSG00000110076,3.231022244,3.741394343,0.254631255,0.337996602,0.609681825,0.760769906
ENSG00000110077,0.057823983,0,0,0,0,0.022691862
ENSG00000110079,0,0,0.011850003,0,0.019471879,0
ENSG00000110080,33.49884383,35.21675839,61.90600991,64.66535342,60.49068445,61.6269142
ENSG00000110090,10.08800155,10.96057775,29.3914817,27.63670598,9.88266147,8.409329158
ENSG00000110092,137.0310356,136.7533973,7.03865517,6.750647604,14.99577597,13.11329387
ENSG00000110104,45.23638398,50.14073768,26.67015423,26.51621167,28.40814257,27.98405638
ENSG00000110107,199.5848771,217.6134566,45.23507725,45.34193962,156.8998356,157.1348706
ENSG00000110108,139.3367239,143.637511,63.91500499,59.7233416,191.0943567,188.1891754
ENSG00000110148,155.8872185,172.9215548,11.38417149,11.02096956,106.7049837,110.1438752
ENSG00000110169,0.353345785,0.611257167,0.084865731,0.118282986,0.418353126,0.103997597
ENSG00000110171,5.970602523,7.002638522,2.282235736,1.834320726,4.500193155,4.269683403
ENSG00000110172,34.12004721,33.43510064,8.766336009,7.926205165,36.38269391,35.33799431
ENSG00000110195,359.3491137,347.4081062,134.4897214,137.125973,459.6179825,487.762891
ENSG00000110200,12.05268029,10.35446954,2.137686223,2.259404701,7.46435524,6.636318856
ENSG00000110203,0.076587783,0.238482246,0.055184002,0.051275731,0.453390699,0.45083008
ENSG00000110218,65.07963636,71.05120854,17.15231792,17.5438511,33.15576873,36.80822105
ENSG00000110237,22.10319874,25.87261944,8.432823088,8.14583803,13.86954185,12.25603452
ENSG00000110243,0,0.054964705,0.114467856,0.177268253,0.062697713,0
ENSG00000110244,0,0,0.157111218,0,0.344219397,0
ENSG00000110245,0,0,0.452625542,0.42056945,0,0
ENSG00000110274,6.51647059,7.848018737,2.168454003,2.003777315,2.463807189,2.205879139
ENSG00000110315,24.71719242,24.43549542,2.98302502,2.70772555,19.21852776,18.70784088
ENSG00000110318,2.43821878,2.44954228,0.131526359,0.104752566,0.509434213,0.245603431
ENSG00000110321,508.6631829,520.2229143,525.0400704,512.117828,863.4450067,812.3438403
ENSG00000110324,1.018882921,1.318499865,3.36559581,3.525891869,1.081000142,1.464349663
ENSG00000110328,4.481884972,4.529540353,0.021245689,0.07896406,0.069821668,0
ENSG00000110330,45.46076414,46.23089553,15.55355992,15.43127961,47.37224511,46.29925443
ENSG00000110344,40.4786921,44.63644205,27.81593333,25.22406461,39.14713921,33.45836709
ENSG00000110367,51.48075505,52.89212477,38.55876004,36.62729872,62.89575652,55.39148045
ENSG00000110375,4.756074086,4.146705536,3.015678078,2.929468271,29.05637392,22.84505222
ENSG00000110395,34.72643557,38.84743778,9.13818446,8.045065038,16.35537109,14.09316836
ENSG00000110400,116.1488172,131.785751,5.538533888,5.723177079,27.62656795,25.44165001
ENSG00000110422,25.31475776,25.90837161,16.15471788,15.22102863,26.32829351,23.48146594
ENSG00000110427,0.102971928,0.106879434,0.302485847,0.22803227,0.178185434,0.10257737
ENSG00000110429,13.42684883,12.34923895,6.437276391,6.25168411,12.17453478,11.05397974
ENSG00000110435,33.39704995,35.70848525,19.36276099,15.89404307,32.66753117,32.31385193
ENSG00000110436,0.356388485,0.25796527,1.240023258,1.193015339,0.494132229,0.535507042
ENSG00000110442,21.55523193,22.50787144,7.561112428,7.405671676,22.06433542,22.11157405
ENSG00000110446,0.24617423,0.255515875,0.288236948,0.216318798,0.801527423,1.195500942
ENSG00000110448,0.444488357,0.461355485,0.172452213,0.183129953,0.242890982,0.201266003
ENSG00000110455,6.2967457,6.668683832,5.552563109,5.171571374,8.690508474,8.727625768
ENSG00000110484,0,0,0,0,0,0
ENSG00000110492,159.8392617,163.3274696,18.27696168,17.99301823,48.30584726,46.54274487
ENSG00000110497,18.68566238,18.960846,11.00383247,11.01747256,19.17030183,19.24248306
ENSG00000110514,13.57224137,14.53827606,14.18082424,12.62035113,8.912210907,7.763546173
ENSG00000110536,3.082630325,4.131139176,2.249251599,2.377322538,4.111757231,4.731675586
ENSG00000110583,28.31919794,29.83254871,8.469414625,7.829163165,25.09333161,22.81899534
ENSG00000110619,30.7530205,34.76152578,38.73717935,37.07060118,53.91631673,52.99731499
ENSG00000110628,6.622244451,6.873540684,2.827581441,1.984177682,4.718868905,5.726912345
ENSG00000110651,67.07719647,70.75405576,16.01269305,17.02917491,46.66980493,46.11533287
ENSG00000110660,70.23400976,71.62473857,47.08914454,45.45994713,49.13729423,47.01669755
ENSG00000110665,0.052487258,0,0,0,0,0
ENSG00000110675,4.217507172,4.150144939,0.171017636,0.220023321,1.448310755,1.698065045
ENSG00000110680,0.050313668,0.104445872,0,0,0,0
ENSG00000110693,0.090458432,0.088368079,0.10351841,0.117561856,0.151200936,0.156611455
ENSG00000110696,53.41692036,53.36225123,24.68576466,23.59498719,67.25912054,67.22004652
ENSG00000110697,24.4968676,27.75204796,41.55590093,40.33510415,23.01040145,23.54477938
ENSG00000110700,685.9340923,663.1139995,183.9050321,187.4303248,464.6299869,503.6655747
ENSG00000110711,21.59273697,22.18725203,30.90840875,31.06433052,37.96317959,34.22045438
ENSG00000110713,56.74004068,57.75026746,21.28936851,20.41039167,53.92459781,48.23135327
ENSG00000110717,33.61382437,33.171898,14.83508985,14.76564199,24.68482305,30.44521415
ENSG00000110719,56.47637406,63.71795005,33.19188453,31.87191608,53.49914912,54.60676509
ENSG00000110721,19.85553591,18.17599279,6.93470897,6.905149398,10.6767721,11.88265761
ENSG00000110723,14.39035741,14.8958719,24.61603845,23.55943669,17.11881316,14.25028404
ENSG00000110756,14.72533177,15.62913216,7.029479417,6.69854097,20.70094681,22.18849276
ENSG00000110768,27.93079206,29.31049898,9.291045808,8.210145909,38.08544592,36.27428193
ENSG00000110777,0,0,0,0,0.036188303,0
ENSG00000110786,0.116699886,0.08075222,0.070071737,0.182305418,0,0
ENSG00000110799,7.915550539,9.893297581,1.86158214,1.902025033,2.38865793,2.581176906
ENSG00000110801,3.729221806,3.870735669,1.721101788,1.591049752,2.409663297,2.683006817
ENSG00000110811,2.04536,1.809354434,0.435425772,0.497954229,0.467820351,0.410451386
ENSG00000110841,27.40136614,28.36522935,23.55917883,22.00087655,36.37336776,33.33609613
ENSG00000110844,3.305763582,3.889486181,4.225444435,3.979244302,2.452918577,2.239141825
ENSG00000110848,0,0.156742569,0.027202284,0,0.044698688,0
ENSG00000110851,14.29437468,14.99959376,6.747990469,6.495083512,23.1580416,22.94812023
ENSG00000110852,0,0.044336292,0,0,0,0
ENSG00000110871,45.10074188,45.48104042,23.37904129,25.24365124,53.65129319,55.05945765
ENSG00000110876,6.12364419,7.30350112,3.507904308,3.488646777,5.989337914,4.56738504
ENSG00000110880,216.9105402,223.7163252,42.75057351,40.67550906,199.7139022,189.4699154
ENSG00000110881,7.630249545,8.750409678,1.421393896,1.706977561,3.128861449,3.111190545
ENSG00000110887,0.440552338,0.400111342,0.198395229,0.147475499,0.652004549,0.875234992
ENSG00000110888,5.057896633,4.707656215,1.275991963,0.963851764,4.449841703,3.94474171
ENSG00000110900,0.285471383,0.311899209,0.0649552,0.020118303,0.391358492,0.300705437
ENSG00000110906,21.82285857,21.99758335,18.13521542,17.19095546,22.96108004,23.20845869
ENSG00000110911,36.69849871,39.01139922,34.65412476,34.47293111,68.13251703,63.6232856
ENSG00000110917,85.55980773,97.68378019,43.18515905,43.01748694,63.58827799,58.63457644
ENSG00000110921,20.41763252,21.17532189,24.68551897,24.50388781,21.94975627,20.75875175
ENSG00000110925,31.56389028,31.99778162,14.31736807,14.54885628,39.23461063,33.38128657
ENSG00000110931,23.77413774,27.33731997,3.243431467,4.001665839,14.08283469,15.24920646
ENSG00000110934,75.42632358,79.04025188,55.37145628,53.7126274,147.8961826,139.2610271
ENSG00000110944,2.450549004,2.166719855,1.046341151,1.093766186,5.050572253,3.312414692
ENSG00000110955,937.9800953,984.4332588,332.4151149,336.4111351,740.0626291,769.0663195
ENSG00000110958,436.2849324,423.0322835,150.0167768,153.6704842,476.068718,479.860619
ENSG00000110975,0.042076563,0.021836627,0,0.014085187,0.074726495,0.024768154
ENSG00000110987,2.915165519,3.330057351,2.839744384,2.584109387,1.523282251,1.476332885
ENSG00000111011,26.92169618,27.65143242,16.30591667,15.56035787,56.28004855,52.91075855
ENSG00000111012,1.855737847,1.216520886,1.759368162,1.525780885,0.154185972,0.881562254
ENSG00000111046,0,0,0.17389812,0,0.095249574,0
ENSG00000111049,0,0,0,0,0,0
ENSG00000111052,0.927112901,0.962294324,0.079256036,0.073642922,0.204652192,0.147997364
ENSG00000111057,2712.245269,2964.615155,2483.052105,2522.498572,3646.224439,3835.787007
ENSG00000111058,14.56242144,14.54408056,3.546240844,3.659484908,3.722532847,3.878745219
ENSG00000111077,0.416174398,0.780327645,0.609407664,0.566247863,0.476845869,0.458347688
ENSG00000111087,3.868690789,3.674788275,0.135152399,0.031395141,0.027760238,0
ENSG00000111110,17.1478379,19.75035131,6.624052239,7.194062348,13.9945077,12.8436984
ENSG00000111142,86.6093058,88.46269969,22.65992021,23.42996057,84.33474869,81.92454899
ENSG00000111144,76.00387512,76.22045033,16.08359174,14.38385003,24.29165117,23.61051618
ENSG00000111145,20.65119321,21.12420003,9.272956245,8.277121928,13.60179909,11.6005841
ENSG00000111181,0.864662677,0.980960263,0.478129889,0.444267514,1.928441103,1.254693096
ENSG00000111186,4.337180617,4.658803179,0.981129913,1.1311136,1.134503294,1.276529624
ENSG00000111196,14.49416281,14.14978234,4.107359321,3.742503173,10.20227454,10.01459536
ENSG00000111199,2.344661084,1.746490727,3.875693787,3.028707673,3.657819537,3.052617461
ENSG00000111203,6.375678889,6.298269739,2.918902885,2.689291173,5.646312492,5.071092421
ENSG00000111206,31.42942157,35.26162909,3.476760426,3.827156344,15.77508373,13.12710145
ENSG00000111215,0.816156835,0.931840553,0.235227076,0.163925772,0.773048448,0.192170623
ENSG00000111218,0,0,0.057688234,0.160807819,0,0
ENSG00000111224,3.862791319,3.651393981,0.646115661,0.750445133,4.042606982,3.816756542
ENSG00000111229,152.127374,151.3744852,69.32554557,66.09470513,222.645359,218.102865
ENSG00000111231,38.0990698,40.1439903,9.744732921,10.10359308,35.34468133,36.89260945
ENSG00000111237,72.63947962,71.8450672,19.02588055,19.16829865,63.07705498,68.19519928
ENSG00000111241,0,0,0,0,0,0.089207483
ENSG00000111245,0,0,0,0,0,0
ENSG00000111247,28.47484061,26.08338558,3.193550227,2.379498722,34.15909717,33.81849744
ENSG00000111249,0.028484493,0.044348104,0.071834031,0.019070446,0.016862486,0.050301755
ENSG00000111252,9.12359517,10.75319388,1.754826134,1.517661006,6.144123229,5.315418565
ENSG00000111254,0.4658673,0.574210521,0.713304327,0.916204591,0.275787981,0.102836404
ENSG00000111261,13.07464403,13.08542684,9.326366716,8.640803893,12.33533635,11.51695759
ENSG00000111262,0,0,0,0.008964423,0,0
ENSG00000111266,13.83678792,15.15541523,41.62928862,39.41366717,23.65956938,24.77901692
ENSG00000111269,31.02269983,33.38832524,8.328309975,8.523276341,24.59435305,24.84057647
ENSG00000111271,9.920955471,10.35953638,6.820703158,6.746265385,11.20775313,11.94753202
ENSG00000111275,11.57905198,10.95698746,2.1234064,1.803694898,7.043442935,7.560331878
ENSG00000111276,14.47503311,15.06029343,7.724496253,7.154224888,15.10012948,15.96687674
ENSG00000111291,4.565831122,2.567008189,4.592055255,3.12052055,2.928161713,4.703393104
ENSG00000111300,15.96945776,16.48579777,7.320914169,7.532550901,20.40318587,17.3006931
ENSG00000111305,0.141004346,0.292710158,0,0,0,0
ENSG00000111319,3.493529055,3.852730205,0.406423228,0.29236591,1.249494151,1.349544039
ENSG00000111321,26.78562779,28.39744182,28.49274476,28.44151672,18.95404573,19.64508014
ENSG00000111325,0.74247601,1.180059287,0.702158946,0.605828102,0.741718847,0.874109433
ENSG00000111328,14.31585402,14.17782956,7.400754297,8.824394198,17.8947825,19.06768132
ENSG00000111331,0.34957474,0.307491656,0.179304429,0.134871227,0.427918408,0.369698154
ENSG00000111335,0.038072303,0.019758522,0.01371617,0.019117134,0,0
ENSG00000111339,1.549219724,1.967694508,0.749071541,0.887084809,2.630686078,1.751885292
ENSG00000111341,0.074067576,0.076878239,0,0,0.087694273,0.043599501
ENSG00000111344,0.666423512,0.299742074,2.913091594,2.647289388,0.815330809,1.176860404
ENSG00000111348,258.9139654,263.6849069,12.86462867,11.04211063,216.3504038,215.3134436
ENSG00000111358,32.44437984,32.86978788,10.62777012,9.194044103,34.16636068,30.19157347
ENSG00000111361,56.09654976,55.04321914,47.93829871,45.88520536,66.73111068,69.82464232
ENSG00000111364,24.59679098,23.51105624,15.49901983,14.71441243,21.10516256,18.6737668
ENSG00000111371,177.4611817,182.7216126,92.5673151,89.47078993,235.5662522,211.1226956
ENSG00000111404,0.069022947,0.214926544,0.646532779,0.55453263,0.081721552,0.081260012
ENSG00000111405,5.786823102,3.935238959,170.1769991,165.3922721,48.00749168,44.7763291
ENSG00000111412,22.97757055,24.22035734,10.60832639,10.69012132,31.85818348,28.70479485
ENSG00000111424,1.507459224,1.721129538,0.99113347,0.60554885,0.401579186,0.687702592
ENSG00000111432,0,0,1.173626863,0.785165488,0,0
ENSG00000111445,27.24742987,26.02708182,8.939027073,9.010956118,24.11731516,26.46057584
ENSG00000111450,24.09427387,23.2797448,1.117375996,1.211280683,9.214340899,8.283261022
ENSG00000111452,0.021793018,0.007540001,1.172459456,1.147784835,0.008600807,0
ENSG00000111481,128.6673973,128.1407895,29.17045051,31.07104086,104.0167128,104.1073753
ENSG00000111490,0.129897595,0.112355714,0.990552004,0.710228834,0.025632618,0.076463557
ENSG00000111530,44.33336284,46.02386568,15.12373256,15.05940276,47.01791093,43.63801459
ENSG00000111536,0.200593894,0,0,0,0,0
ENSG00000111537,0,0,0,0,0,0
ENSG00000111540,91.05520966,97.02761363,111.3227006,107.9363487,144.4737211,137.0410683
ENSG00000111554,4.308650282,3.980892777,0.846688207,0.600969412,1.874356324,2.075125919
ENSG00000111581,35.4277335,38.66208369,13.98509586,12.47343694,40.94578513,41.05628251
ENSG00000111596,11.26121355,11.67267569,6.235662049,5.558589883,17.6868344,16.29987517
ENSG00000111602,37.91690853,41.89728058,8.334359423,8.013246084,38.35894539,35.77589028
ENSG00000111605,46.4987361,47.64288705,16.938541,16.53030198,43.36969845,40.81059493
ENSG00000111615,12.28639933,12.50481041,2.931802244,2.923981022,10.22399191,9.287829565
ENSG00000111639,183.9457569,182.3711079,39.90598528,39.40044896,138.6251863,145.4598705
ENSG00000111640,2761.534779,2946.315708,966.0474599,953.9442271,1946.243839,2004.597059
ENSG00000111641,0.844017961,1.018107694,0.493088547,0.565072339,0.486144719,0.563965634
ENSG00000111642,6.357972812,6.4944908,2.242086124,2.150862234,4.411067466,5.099028988
ENSG00000111644,0.607480372,0.669940894,0.382995789,0.55922594,0.359621259,0.357590222
ENSG00000111647,16.3608376,18.18393039,4.949554969,4.243587515,21.71363511,16.45840475
ENSG00000111652,61.74054033,62.48134087,28.40056339,28.88441364,70.46955854,71.53416123
